User ID,Time (UTC),Survey Completion,Publisher Category,Gender,Age,Geography,Weight,Question #1 Answer 1: Genetic engineering,Question #1 Answer 2: Brain implants,Question #1 Answer 3: Synthetic materials,Question #1 Answer 4: Artificial intelligence,Question #1 Answer 5: Quantum computing,Question #1 Answer 6: Nuclear power,Question #1 Answer: None of the above,Question #2 Answer 1: New vaccine development,Question #2 Answer 2: Military drones,Question #2 Answer 3: Self-driving cars,Question #2 Answer 4: Satellite internet service,Question #2 Answer 5: Robotics,Question #2 Answer 6: Facial recognition algorithms,Question #2 Answer: None of the above,Question #3 Answer 1: Genetic engineering,Question #3 Answer 2: Brain implants,Question #3 Answer 3: Synthetic materials,Question #3 Answer 4: Artificial intelligence,Question #3 Answer 5: Quantum computing,Question #3 Answer 6: Nuclear power,Question #3 Answer: None of the above,Question #4 Answer 1: New vaccine development,Question #4 Answer 2: Military drones,Question #4 Answer 3: Self-driving cars,Question #4 Answer 4: Satellite internet service,Question #4 Answer 5: Robotics,Question #4 Answer 6: Facial recognition algorithms,Question #4 Answer: None of the above,Question #5 Answer,Question #6 Answer,Question #7 Answer,Question #8 Answer,Question #9 Answer,Question #10 Synonym Group,Question #10 Raw Response,Response Time #1 (ms),Response Time #2 (ms),Response Time #3 (ms),Response Time #4 (ms),Response Time #5 (ms),Response Time #6 (ms),Response Time #7 (ms),Response Time #8 (ms),Response Time #9 (ms),Response Time #10 (ms),Region,Q1_Score,Q2_Score,Q3_Score,Q4_Score,Q5_Score,Q6_Score,Q7_Score,Q8_Score,Q9_Score,Q10_Score,Total_Score
1160360892,2020-07-22 15:00:00,Complete,Mobile App,Male,25-34,US-SOUTH-TX,0.5119522,,,,,,,None of the above,,Military drones,,,,Facial recognition algorithms,,,,,Artificial intelligence,,,,,,Self-driving cars,,,Facial recognition algorithms,,1,1,7,5,3,Deep Fakes,Deep Fakes,2330,2465,5674,9785,3959,1377,2080,7374,5343,7263,SOUTH,10.0,6.666666666666666,1.6666666666666667,3.3333333333333335,10.0,10.0,0.0,6.666666666666667,6.666666666666667,0.0,54.99999999999999
1171492307,2020-07-22 18:00:00,Complete,Mobile App,Male,45-54,US-NORTHEAST-CT,1.1869958,,,,,,,None of the above,New vaccine development,,,,,Facial recognition algorithms,,,,,,,,None of the above,,Military drones,,,,Facial recognition algorithms,,2,2,3,4,3,Microchip tech,Microchip tech,27886,13435,8920,12125,5342,2978,6030,9967,8744,54758,NORTHEAST,10.0,6.666666666666666,0.0,3.3333333333333335,8.333333333333334,8.333333333333334,6.666666666666667,5.0,6.666666666666667,0.0,54.99999999999999
1202142785,2020-07-22 23:00:00,Complete,Mobile App,Male,35-44,US-WEST-WA,0.5575524,,,,Artificial intelligence,Quantum computing,,,,Military drones,,,,Facial recognition algorithms,,,,,Artificial intelligence,Quantum computing,,,,,,,,,None of the above,5,2,6,6,3,Social media,Social media,33002,15109,21320,7527,5577,5213,4246,11415,12475,44855,WEST,6.666666666666666,6.666666666666666,3.3333333333333335,0.0,3.3333333333333335,8.333333333333334,1.6666666666666667,8.333333333333334,6.666666666666667,0.0,44.99999999999999
1218352292,2020-07-23 08:00:00,Complete,Mobile App,Male,35-44,US-SOUTH-OK,0.615216,,,,Artificial intelligence,,,,,Military drones,,,,Facial recognition algorithms,,,,,,Quantum computing,,,New vaccine development,,,,,,,3,2,4,7,1,None,None,15904,13946,13238,6059,4172,1702,2005,6459,2527,13792,SOUTH,8.333333333333334,6.666666666666666,1.6666666666666667,1.6666666666666667,6.666666666666667,8.333333333333334,5.0,10.0,10.0,10.0,68.33333333333334
12229137,2020-07-22 16:00:00,Complete,Mobile App,Female,18-24,US-MIDWEST-WI,0.8128134,Genetic engineering,Brain implants,,,,Nuclear power,,,Military drones,Self-driving cars,,,Facial recognition algorithms,,,,,,,,None of the above,,,,,,,None of the above,2,4,2,5,3,Online school,Online school,9651,12492,7619,3375,4706,6870,3057,6308,3534,45745,MIDWEST,5.0,5.0,0.0,0.0,8.333333333333334,5.0,8.333333333333334,6.666666666666667,6.666666666666667,0.0,45.0
1248725105,2020-07-22 17:00:00,Complete,Mobile App,Female,25-34,US-MIDWEST-OH,1.0604128,,,,,,Nuclear power,,,,Self-driving cars,,,,,,,,,,,None of the above,,,,,,,None of the above,3,7,1,5,2,Idk,,15750,9244,6578,4768,5507,2313,3024,6672,5641,28866,MIDWEST,8.333333333333334,8.333333333333334,0.0,0.0,6.666666666666667,0.0,10.0,6.666666666666667,8.333333333333334,0.0,48.333333333333336
1259013016,2020-07-23 14:00:00,Complete,Mobile App,Female,18-24,US-WEST-CA,0.6693427,,Brain implants,,,,Nuclear power,,,,,Satellite internet service,,Facial recognition algorithms,,,Brain implants,,,,Nuclear power,,,,,Satellite internet service,,Facial recognition algorithms,,2,1,4,4,3,None,None,7491,6918,4889,5373,6484,3057,2397,7421,4290,17528,WEST,6.666666666666666,6.666666666666666,3.3333333333333335,3.3333333333333335,8.333333333333334,10.0,5.0,5.0,6.666666666666667,10.0,65.0
1264457193,2020-07-23 07:00:00,Complete,Mobile App,Male,35-44,US-SOUTH-AR,0.615216,,,,,,,None of the above,,,,,,,None of the above,,,,Artificial intelligence,Quantum computing,Nuclear power,,,Military drones,Self-driving cars,Satellite internet service,Robotics,Facial recognition algorithms,,1,1,1,5,1,Electric knives,Electric knives,16139,10928,14240,10799,4482,2073,1866,8803,7093,26380,SOUTH,10.0,10.0,5.0,8.333333333333334,10.0,10.0,10.0,6.666666666666667,10.0,0.0,80.0
1291011434,2020-07-22 17:00:00,Complete,Mobile App,Male,18-24,US-WEST-ID,0.3556341,,,,Artificial intelligence,,,,,,,,Robotics,,,,,,,,Nuclear power,,,Military drones,,,,,,4,2,2,4,4,Idk,Idk,8957,14445,2802,3921,5403,3872,2415,8683,1968,8360,WEST,8.333333333333334,8.333333333333334,1.6666666666666667,1.6666666666666667,5.0,8.333333333333334,8.333333333333334,5.0,5.0,0.0,51.66666666666667
1347771387,2020-07-24 13:00:00,Complete,Mobile App,Male,35-44,US-WEST-MT,0.5575524,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,4,4,4,4,4,Me,Me,12887,3623,2180,1075,2758,1251,907,913,845,12603,WEST,10.0,10.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,45.0
1359110658,2020-07-22 16:00:00,Complete,Mobile App,Male,35-44,US-WEST-AK,0.5575524,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,1,1,1,1,1,None,None,14828,11418,6519,1046,8273,1242,980,1261,13699,7669,WEST,10.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,70.0
1397602778,2020-07-22 21:00:00,Complete,Mobile App,Female,18-24,US-NORTHEAST-MA,0.9478396,,,,,,Nuclear power,,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,4,6,7,4,4,Alexa,Alexa,16815,3680,1164,1119,5758,4217,3095,6427,1197,7006,NORTHEAST,8.333333333333334,10.0,0.0,0.0,5.0,1.6666666666666667,0.0,5.0,5.0,0.0,35.0
144087408,2020-07-23 14:00:00,Complete,Mobile App,Male,25-34,US-WEST-NM,0.4639675,,,,,,,None of the above,,,,,,,None of the above,Genetic engineering,Brain implants,Synthetic materials,Artificial intelligence,Quantum computing,Nuclear power,,New vaccine development,Military drones,Self-driving cars,Satellite internet service,Robotics,Facial recognition algorithms,,2,1,2,7,2,Genetic modification,Genetic modification,10368,9760,15485,6574,3545,2861,2021,6285,5849,17465,WEST,10.0,10.0,10.0,10.0,8.333333333333334,10.0,8.333333333333334,10.0,8.333333333333334,0.0,85.0
1445686608,2020-07-23 05:00:00,Complete,Mobile App,Male,35-44,US-MIDWEST-KS,0.6770613,Genetic engineering,,Synthetic materials,,,,,,Military drones,,,,Facial recognition algorithms,,Genetic engineering,,Synthetic materials,,,Nuclear power,,,Military drones,,,Robotics,,,2,1,6,6,2,Two party democratic system,Two party democratic system,48916,8376,33542,38633,5390,3026,5338,15960,7810,41846,MIDWEST,6.666666666666666,6.666666666666666,5.0,3.3333333333333335,8.333333333333334,10.0,1.6666666666666667,8.333333333333334,8.333333333333334,0.0,58.333333333333336
1448176267,2020-07-22 18:00:00,Complete,Mobile App,Male,45-54,US-SOUTH-OK,0.9249214,Genetic engineering,,,Artificial intelligence,,,,,,,,,Facial recognition algorithms,,Genetic engineering,,,Artificial intelligence,,Nuclear power,,,,,,Robotics,Facial recognition algorithms,,7,1,7,5,3,Surveillance,surveillance,43336,22961,33699,13827,5528,3540,3237,15149,12045,91370,SOUTH,6.666666666666666,8.333333333333334,5.0,3.3333333333333335,0.0,10.0,0.0,6.666666666666667,6.666666666666667,0.0,46.66666666666666
1479301121,2020-07-24 03:00:00,Complete,Mobile App,Female,65+,US-SOUTH-GA,1.9854714,Genetic engineering,,,,,,,,,,,,,None of the above,,,,Artificial intelligence,,,,New vaccine development,,,,,Facial recognition algorithms,,4,5,4,4,4,None,None,43850,14357,43587,18708,4846,8095,3425,10462,21233,31489,SOUTH,8.333333333333334,10.0,1.6666666666666667,3.3333333333333335,5.0,3.3333333333333335,5.0,5.0,5.0,10.0,56.66666666666667
1491443327,2020-07-22 20:00:00,Complete,Mobile App,Male,25-34,US-NORTHEAST-NJ,0.6570128,,,,,,,None of the above,,Military drones,,,,Facial recognition algorithms,,,,Synthetic materials,Artificial intelligence,,Nuclear power,,New vaccine development,Military drones,,Satellite internet service,Robotics,Facial recognition algorithms,,1,1,7,6,3,Google data aggregation,Google data aggregation,11388,7135,14920,6540,3733,2160,1775,7537,6763,32620,NORTHEAST,10.0,6.666666666666666,5.0,8.333333333333334,10.0,10.0,0.0,8.333333333333334,6.666666666666667,0.0,65.0
1495077767,2020-07-23 05:00:00,Complete,Mobile App,Male,25-34,US-NORTHEAST-NY,0.6570128,,Brain implants,Synthetic materials,,,,,,Military drones,Self-driving cars,,,Facial recognition algorithms,,Genetic engineering,,,Artificial intelligence,Quantum computing,Nuclear power,,New vaccine development,,,Satellite internet service,Robotics,,,3,5,7,6,2,Cybersecurity,Cybersecurity,18237,10711,12935,14770,4942,3870,4248,10829,7713,30051,NORTHEAST,6.666666666666666,5.0,6.666666666666667,5.0,6.666666666666667,3.3333333333333335,0.0,8.333333333333334,8.333333333333334,0.0,50.00000000000001
1522633333,2020-07-22 22:00:00,Complete,Mobile App,Male,65+,US-SOUTH-TX,1.0549175,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,1,1,1,5,2,None,None,17185,16983,13404,7087,11253,3352,3081,16455,13726,20378,SOUTH,10.0,10.0,0.0,0.0,10.0,10.0,10.0,6.666666666666667,8.333333333333334,10.0,75.0
1579673540,2020-07-23 07:00:00,Complete,Mobile App,Female,25-34,US-NORTHEAST-PA,1.2365707,Genetic engineering,,Synthetic materials,,,,,New vaccine development,,,,,Facial recognition algorithms,,,,,,,,None of the above,,,,,,,None of the above,4,6,4,5,4,Social media,Social media,12288,12589,11701,8528,4767,3139,3301,9825,9758,14322,NORTHEAST,6.666666666666666,6.666666666666666,0.0,0.0,5.0,1.6666666666666667,5.0,6.666666666666667,5.0,0.0,36.66666666666667
1595310199,2020-07-23 21:00:00,Complete,Mobile App,Female,35-44,US-WEST-CA,1.0493753,,Brain implants,Synthetic materials,Artificial intelligence,,,,,Military drones,Self-driving cars,,,,,,Brain implants,,,,,,,Military drones,,,,,,4,4,1,3,3,Cellphone,Cell phones,51303,32890,17623,7316,7569,2859,6482,24106,9233,17324,WEST,5.0,6.666666666666666,1.6666666666666667,1.6666666666666667,5.0,5.0,10.0,3.3333333333333335,6.666666666666667,0.0,45.0
1609531694,2020-07-23 08:00:00,Complete,Mobile App,Male,18-24,US-WEST-CA,0.3556341,,Brain implants,,,Quantum computing,,,,Military drones,Self-driving cars,,,Facial recognition algorithms,,,,,Artificial intelligence,Quantum computing,,,,,Self-driving cars,Satellite internet service,Robotics,Facial recognition algorithms,,2,5,6,5,2,Surveillance,Surveillance,43881,17964,15799,11550,7328,3224,8144,23124,8481,129148,WEST,6.666666666666666,5.0,3.3333333333333335,6.666666666666667,8.333333333333334,3.3333333333333335,1.6666666666666667,6.666666666666667,8.333333333333334,0.0,50.0
1613256341,2020-07-22 22:00:00,Complete,Mobile App,Female,25-34,US-SOUTH-WV,0.9635507,Genetic engineering,Brain implants,,Artificial intelligence,,Nuclear power,,New vaccine development,Military drones,Self-driving cars,,Robotics,,,,Brain implants,,Artificial intelligence,,Nuclear power,,,Military drones,,,Robotics,,,7,5,4,2,5,Anything military developed,Anything military developed,13647,15346,26455,4331,5462,2755,2156,9938,4253,31787,SOUTH,3.333333333333333,3.333333333333333,5.0,3.3333333333333335,0.0,3.3333333333333335,5.0,1.6666666666666667,3.3333333333333335,0.0,28.333333333333332
1639615277,2020-07-23 20:00:00,Complete,Mobile App,Female,65+,US-WEST-WA,1.7993751,Genetic engineering,Brain implants,,Artificial intelligence,,,,,,Self-driving cars,,,Facial recognition algorithms,,Genetic engineering,,Synthetic materials,,,Nuclear power,,New vaccine development,,,,,,,2,2,3,5,2,Idk,Don't know,48223,33828,50885,23317,13264,3684,3248,12165,8066,27891,WEST,5.0,6.666666666666666,5.0,1.6666666666666667,8.333333333333334,8.333333333333334,6.666666666666667,6.666666666666667,8.333333333333334,0.0,56.666666666666664
1684403629,2020-07-22 16:00:00,Complete,Mobile App,Male,25-34,US-WEST-OR,0.4639675,,,,Artificial intelligence,,Nuclear power,,,Military drones,,,,,,Genetic engineering,,,,,,,,,,,,,None of the above,5,2,3,6,3,Nanobots,Nanobots,17927,12666,10005,13559,5086,3118,2929,9107,12507,16248,WEST,6.666666666666666,8.333333333333334,1.6666666666666667,0.0,3.3333333333333335,8.333333333333334,6.666666666666667,8.333333333333334,6.666666666666667,10.0,60.0
1689289076,2020-07-23 09:00:00,Complete,Mobile App,Female,65+,US-MIDWEST-WI,2.1850633,Genetic engineering,Brain implants,,Artificial intelligence,,Nuclear power,,,Military drones,,,,Facial recognition algorithms,,,,,,,,None of the above,New vaccine development,Military drones,,Satellite internet service,,,,5,4,5,4,4,Facial technology,Facial technology,38360,31379,19906,18557,10104,5359,4127,27016,15584,24092,MIDWEST,3.333333333333333,6.666666666666666,0.0,5.0,3.3333333333333335,5.0,3.3333333333333335,5.0,5.0,0.0,36.666666666666664
1689555439,2020-07-24 12:00:00,Complete,Mobile App,Male,45-54,US-WEST-UT,0.8382294,,Brain implants,,,,,,New vaccine development,,Self-driving cars,,,,,,,,Artificial intelligence,,,,,Military drones,,,Robotics,,,5,4,4,4,4,Transportation,Transportation,18095,17529,7882,7695,6971,2593,1568,7918,1403,23825,WEST,8.333333333333334,6.666666666666666,1.6666666666666667,3.3333333333333335,3.3333333333333335,5.0,5.0,5.0,5.0,0.0,43.33333333333333
171166152,2020-07-22 15:00:00,Complete,Mobile App,Male,35-44,US-NORTHEAST-NY,0.7895361,,,,,,Nuclear power,,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,3,2,3,3,3,Cellphone,Cellphone,16610,12899,27859,6701,8769,6127,4079,10680,7353,7053,NORTHEAST,8.333333333333334,10.0,0.0,0.0,6.666666666666667,8.333333333333334,6.666666666666667,3.3333333333333335,6.666666666666667,0.0,50.0
1731695357,2020-07-23 13:00:00,Complete,Mobile App,Male,25-34,US-NORTHEAST-CT,0.6570128,,,Synthetic materials,Artificial intelligence,,,,,Military drones,,,,Facial recognition algorithms,,,,,Artificial intelligence,,Nuclear power,,,Military drones,Self-driving cars,Satellite internet service,,Facial recognition algorithms,,3,1,5,6,2,Social media,Social media,14258,5303,7771,6725,5900,1992,3054,5011,4694,17228,NORTHEAST,6.666666666666666,6.666666666666666,3.3333333333333335,6.666666666666667,6.666666666666667,10.0,3.3333333333333335,8.333333333333334,8.333333333333334,0.0,60.00000000000001
1738263936,2020-07-24 13:00:00,Complete,Mobile App,Female,65+,US-WEST-NM,1.7993751,,,,,,Nuclear power,,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,4,1,1,1,1,food for all,food for all,34504,13509,8675,6677,8188,3050,2921,6523,8669,22980,WEST,8.333333333333334,10.0,0.0,0.0,5.0,10.0,10.0,0.0,10.0,0.0,53.333333333333336
1761239629,2020-07-22 16:00:00,Complete,Mobile App,Male,18-24,US-SOUTH-GA,0.3924147,Genetic engineering,,,Artificial intelligence,,Nuclear power,,,Military drones,Self-driving cars,,Robotics,Facial recognition algorithms,,Genetic engineering,,,Artificial intelligence,,,,New vaccine development,,Self-driving cars,,Robotics,Facial recognition algorithms,,6,7,5,4,4,Nuclear weapons,Nuclear weapons,14594,11701,9076,11028,3479,2523,2475,10907,5032,106200,SOUTH,5.0,3.333333333333333,3.3333333333333335,6.666666666666667,1.6666666666666667,0.0,3.3333333333333335,5.0,5.0,0.0,33.33333333333333
178554967,2020-07-22 16:00:00,Complete,Mobile App,Male,18-24,US-MIDWEST-OH,0.4318627,,,,,,,None of the above,,,,,,Facial recognition algorithms,,Genetic engineering,,Synthetic materials,,,,,New vaccine development,,,,,,,3,1,6,6,2,Facial Recognition,Facial Recognition,11398,13383,22162,19740,6625,3217,3026,9191,6690,17007,MIDWEST,10.0,8.333333333333334,3.3333333333333335,1.6666666666666667,6.666666666666667,10.0,1.6666666666666667,8.333333333333334,8.333333333333334,0.0,58.333333333333336
1820575576,2020-07-22 19:00:00,Complete,Mobile App,Male,18-24,US-WEST-CA,0.3556341,Genetic engineering,Brain implants,,Artificial intelligence,Quantum computing,Nuclear power,,New vaccine development,,,,,Facial recognition algorithms,,,Brain implants,Synthetic materials,Artificial intelligence,,,,,,Self-driving cars,,,Facial recognition algorithms,,3,6,4,3,3,Tesla,Tesla,21036,14645,11553,8678,5639,2890,2853,9276,7646,12751,WEST,1.666666666666666,6.666666666666666,5.0,3.3333333333333335,6.666666666666667,1.6666666666666667,5.0,3.3333333333333335,6.666666666666667,0.0,40.0
1821828360,2020-07-23 06:00:00,Complete,Mobile App,Male,45-54,US-NORTHEAST-CT,1.1869958,,,,,,Nuclear power,,,,Self-driving cars,,,,,,,,,,Nuclear power,,New vaccine development,,,,,,,1,5,1,5,5,Earth,Earth,19327,21628,43921,9712,10615,7936,4285,13871,14736,36346,NORTHEAST,8.333333333333334,8.333333333333334,1.6666666666666667,1.6666666666666667,10.0,3.3333333333333335,10.0,6.666666666666667,3.3333333333333335,0.0,53.333333333333336
1833196795,2020-07-22 21:00:00,Complete,Mobile App,Female,25-34,US-SOUTH-OK,0.9635507,Genetic engineering,Brain implants,Synthetic materials,Artificial intelligence,Quantum computing,Nuclear power,,New vaccine development,Military drones,Self-driving cars,,Robotics,Facial recognition algorithms,,,,,,,,None of the above,New vaccine development,Military drones,Self-driving cars,,,Facial recognition algorithms,,5,4,5,4,3,None,None,6855,5213,9861,14359,3322,1957,1734,3638,6449,23430,SOUTH,0.0,1.666666666666666,0.0,6.666666666666667,3.3333333333333335,5.0,3.3333333333333335,5.0,6.666666666666667,10.0,41.666666666666664
184520533,2020-07-23 11:00:00,Complete,Mobile App,Female,35-44,US-MIDWEST-ND,1.2743043,Genetic engineering,Brain implants,,Artificial intelligence,,,,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,4,3,3,5,4,Alexa type devices to control the household,Alexa type devices to control the household,14626,14378,6460,7308,6547,3546,4235,9652,5628,96000,MIDWEST,5.0,10.0,0.0,0.0,5.0,6.666666666666667,6.666666666666667,6.666666666666667,5.0,0.0,45.0
1862197589,2020-07-23 21:00:00,Complete,Mobile App,Male,45-54,US-NORTHEAST-NY,1.1869958,,,,,,,None of the above,,Military drones,,,,Facial recognition algorithms,,Genetic engineering,,Synthetic materials,Artificial intelligence,Quantum computing,Nuclear power,,,,Self-driving cars,Satellite internet service,Robotics,,,3,2,6,7,1,Big data,Big data,8042,8505,9338,8818,4186,2550,2834,6250,5533,39554,NORTHEAST,10.0,6.666666666666666,8.333333333333334,5.0,6.666666666666667,8.333333333333334,1.6666666666666667,10.0,10.0,0.0,66.66666666666666
1865389752,2020-07-22 23:00:00,Complete,Mobile App,Male,25-34,US-MIDWEST-IA,0.5634168,Genetic engineering,Brain implants,Synthetic materials,,,,,New vaccine development,,,,,Facial recognition algorithms,,,,,,,,None of the above,,,,,,,None of the above,2,2,4,5,1,5G,5G,24200,13071,7724,7612,9298,2743,5401,9459,12891,33501,MIDWEST,5.0,6.666666666666666,0.0,0.0,8.333333333333334,8.333333333333334,5.0,6.666666666666667,10.0,0.0,50.0
