User ID,Time (UTC),Survey Completion,Publisher Category,Gender,Age,Geography,Weight,Question #1 Answer 1: Genetic engineering,Question #1 Answer 2: Brain implants,Question #1 Answer 3: Synthetic materials,Question #1 Answer 4: Artificial intelligence,Question #1 Answer 5: Quantum computing,Question #1 Answer 6: Nuclear power,Question #1 Answer: None of the above,Question #2 Answer 1: New vaccine development,Question #2 Answer 2: Military drones,Question #2 Answer 3: Self-driving cars,Question #2 Answer 4: Satellite internet service,Question #2 Answer 5: Robotics,Question #2 Answer 6: Facial recognition algorithms,Question #2 Answer: None of the above,Question #3 Answer 1: Genetic engineering,Question #3 Answer 2: Brain implants,Question #3 Answer 3: Synthetic materials,Question #3 Answer 4: Artificial intelligence,Question #3 Answer 5: Quantum computing,Question #3 Answer 6: Nuclear power,Question #3 Answer: None of the above,Question #4 Answer 1: New vaccine development,Question #4 Answer 2: Military drones,Question #4 Answer 3: Self-driving cars,Question #4 Answer 4: Satellite internet service,Question #4 Answer 5: Robotics,Question #4 Answer 6: Facial recognition algorithms,Question #4 Answer: None of the above,Question #5 Answer,Question #6 Answer,Question #7 Answer,Question #8 Answer,Question #9 Answer,Question #10 Synonym Group,Question #10 Raw Response,Response Time #1 (ms),Response Time #2 (ms),Response Time #3 (ms),Response Time #4 (ms),Response Time #5 (ms),Response Time #6 (ms),Response Time #7 (ms),Response Time #8 (ms),Response Time #9 (ms),Response Time #10 (ms),Region,Q1_Score,Q2_Score,Q3_Score,Q4_Score,Q5_Score,Q6_Score,Q7_Score,Q8_Score,Q9_Score,Q10_Score,Total_Score
130520506,2020-09-16 16:00:00,Complete,Mobile App,Female,18-24,US-SOUTH-LA,1.0849809,Genetic engineering,Brain implants,Synthetic materials,Artificial intelligence,Quantum computing,Nuclear power,,New vaccine development,Military drones,Self-driving cars,Satellite internet service,Robotics,Facial recognition algorithms,,Genetic engineering,Brain implants,Synthetic materials,Artificial intelligence,Quantum computing,Nuclear power,,New vaccine development,Military drones,Self-driving cars,Satellite internet service,Robotics,Facial recognition algorithms,,7,7,7,1,7,Implementation of tvs,Implementation of tvs,17730,13870,15944,3544,3998,1412,2065,13582,6064,16703,SOUTH,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1320503431,2020-09-18 05:00:00,Complete,Mobile App,Male,35-44,US-MIDWEST-MI,0.471012,,,,,,,None of the above,New vaccine development,,,,,Facial recognition algorithms,,Genetic engineering,Brain implants,Synthetic materials,Artificial intelligence,,Nuclear power,,New vaccine development,Military drones,Self-driving cars,,Robotics,Facial recognition algorithms,,1,3,4,5,2,None,None,12564,13085,9766,9880,3409,3267,3723,7200,5215,10078,MIDWEST,10.0,6.666666666666666,8.333333333333334,8.333333333333334,10.0,6.666666666666667,5.0,6.666666666666667,8.333333333333334,10.0,80.0
1336086203,2020-09-17 09:00:00,Complete,Mobile App,Unknown,18-24,US-MIDWEST-WI,0.0,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,,Military drones,Self-driving cars,Satellite internet service,,,,1,1,1,7,1,None,None,11397,10646,15579,13424,4453,1608,1639,9179,4501,6469,MIDWEST,10.0,10.0,0.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
1409501724,2020-09-17 02:00:00,Complete,Mobile App,Female,35-44,US-NORTHEAST-NH,0.8658949,,,Synthetic materials,Artificial intelligence,,Nuclear power,,,Military drones,Self-driving cars,,,Facial recognition algorithms,,,,,,,,None of the above,,,,,,,None of the above,7,7,7,5,3,Workplace human replacement robots....,Workplace human replacement robots....,21469,17106,12700,15882,4665,2008,2657,9542,10212,66723,NORTHEAST,5.0,5.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,6.666666666666667,0.0,23.333333333333336
1411093721,2020-09-17 17:00:00,Complete,Mobile App,Female,25-34,US-NORTHEAST-CT,0.8729257,,Brain implants,,,,Nuclear power,,New vaccine development,,Self-driving cars,,,,,,Brain implants,,,,Nuclear power,,New vaccine development,,Self-driving cars,,,,,5,6,4,3,3,None,None,41388,16834,15119,7883,16606,2979,3987,35700,9984,76693,NORTHEAST,6.666666666666666,6.666666666666666,3.3333333333333335,3.3333333333333335,3.3333333333333335,1.6666666666666667,5.0,3.3333333333333335,6.666666666666667,10.0,49.99999999999999
14556780,2020-09-18 07:00:00,Complete,Mobile App,Male,45-54,US-WEST-ID,1.0196942,,,Synthetic materials,Artificial intelligence,,,,,Military drones,,,Robotics,,,,,Synthetic materials,Artificial intelligence,,,,,Military drones,,,,,,6,5,5,4,5,Biological warfare,Biological warfare,110924,156226,32146,19182,6446,4473,9402,30584,15299,296604,WEST,6.666666666666666,6.666666666666666,3.3333333333333335,1.6666666666666667,1.6666666666666667,3.3333333333333335,3.3333333333333335,5.0,3.3333333333333335,0.0,35.0
1458771699,2020-09-18 01:00:00,Complete,Mobile App,Male,25-34,US-MIDWEST-IL,0.4748364,,,,Artificial intelligence,,,,,,,,,Facial recognition algorithms,,,,,,,Nuclear power,,,Military drones,Self-driving cars,Satellite internet service,Robotics,,,5,1,7,4,5,,N/a,34375,16048,12314,10928,6516,5545,2707,19931,11664,10151,MIDWEST,8.333333333333334,8.333333333333334,1.6666666666666667,6.666666666666667,3.3333333333333335,10.0,0.0,5.0,3.3333333333333335,10.0,56.66666666666667
1519610698,2020-09-16 16:00:00,Complete,Mobile App,Male,25-34,US-WEST-AZ,0.5621065,,,Synthetic materials,,,,,,,,,,Facial recognition algorithms,,Genetic engineering,Brain implants,Synthetic materials,Artificial intelligence,Quantum computing,Nuclear power,,New vaccine development,Military drones,Self-driving cars,Satellite internet service,Robotics,Facial recognition algorithms,,4,2,6,4,4,Tracking,Tracking,12036,16106,12386,10858,6242,3763,4100,12321,8624,1970986,WEST,8.333333333333334,8.333333333333334,10.0,10.0,5.0,8.333333333333334,1.6666666666666667,5.0,5.0,0.0,61.66666666666667
1536026959,2020-09-16 16:00:00,Complete,Mobile App,Male,18-24,US-SOUTH-WV,0.5902732,Genetic engineering,Brain implants,,,,,,,Military drones,,,,Facial recognition algorithms,,,,,,,Nuclear power,,,,Self-driving cars,,,,,3,2,4,5,2,,,375008,11019,6672,9404,7884,3787,2727,10720,9706,10614,SOUTH,6.666666666666666,6.666666666666666,1.6666666666666667,1.6666666666666667,6.666666666666667,8.333333333333334,5.0,6.666666666666667,8.333333333333334,10.0,61.666666666666664
1558164343,2020-09-17 06:00:00,Complete,Mobile App,Female,18-24,US-MIDWEST-KS,0.5171015,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,2,2,2,3,4,None,None,33359,11326,6500,1203,4243,3754,3120,13159,4099,7769,MIDWEST,10.0,10.0,0.0,0.0,8.333333333333334,8.333333333333334,8.333333333333334,3.3333333333333335,5.0,10.0,63.33333333333334
1565965973,2020-09-18 04:00:00,Complete,Mobile App,Female,45-54,US-NORTHEAST-NY,1.5835383,,,,,,Nuclear power,,,Military drones,,,,,,,,,,,Nuclear power,,,Military drones,,,,,,6,4,5,4,4,,,104135,13965,8942,10557,5922,4862,3960,7941,2184,34951,NORTHEAST,8.333333333333334,8.333333333333334,1.6666666666666667,1.6666666666666667,1.6666666666666667,5.0,3.3333333333333335,5.0,5.0,10.0,50.0
157649741,2020-09-17 05:00:00,Complete,Mobile App,Male,18-24,US-NORTHEAST-RI,0.2813656,,,,,,,None of the above,,Military drones,,,,Facial recognition algorithms,,Genetic engineering,,Synthetic materials,Artificial intelligence,,,,,Military drones,Self-driving cars,,Robotics,Facial recognition algorithms,,2,2,6,6,1,Google Spying Algorithms,Google Spying Algorithms,14005,10326,12616,10133,5306,2255,2870,7796,4931,25481,NORTHEAST,10.0,6.666666666666666,5.0,6.666666666666667,8.333333333333334,8.333333333333334,1.6666666666666667,8.333333333333334,10.0,0.0,65.0
1596903922,2020-09-17 23:00:00,Complete,Mobile App,Female,45-54,US-MIDWEST-NE,1.5833041,Genetic engineering,Brain implants,,Artificial intelligence,,,,New vaccine development,,Self-driving cars,,Robotics,,,Genetic engineering,Brain implants,,Artificial intelligence,,,,New vaccine development,Military drones,Self-driving cars,,,,,6,5,7,2,7,Genetically engineered DNA,Genetically engineered DNA,12104,13094,14887,10131,5134,3362,3797,14194,7949,49825,MIDWEST,5.0,5.0,5.0,5.0,1.6666666666666667,3.3333333333333335,0.0,1.6666666666666667,0.0,0.0,26.666666666666668
1601804228,2020-09-17 08:00:00,Complete,Mobile App,Male,25-34,US-WEST-CO,0.5621065,,Brain implants,,,,,,,,,,,,None of the above,,,Synthetic materials,,,,,New vaccine development,Military drones,Self-driving cars,Satellite internet service,Robotics,Facial recognition algorithms,,5,2,2,5,4,Chip implants,Chip implants,39751,14319,30780,30886,24531,5116,6388,15472,17301,238719,WEST,8.333333333333334,10.0,1.6666666666666667,10.0,3.3333333333333335,8.333333333333334,8.333333333333334,6.666666666666667,5.0,0.0,61.66666666666667
1645731376,2020-09-17 11:00:00,Complete,Mobile App,Female,18-24,US-SOUTH-KY,1.0849809,Genetic engineering,,,,,Nuclear power,,,Military drones,,,,,,,,,,,,None of the above,,,,,,,None of the above,1,1,1,5,3,Fingerprinting,Fingerprinting,8127,7930,9413,5511,2446,1406,1126,6232,6430,18438,SOUTH,6.666666666666666,8.333333333333334,0.0,0.0,10.0,10.0,10.0,6.666666666666667,6.666666666666667,0.0,58.33333333333333
1646402316,2020-09-16 15:00:00,Complete,Mobile App,Female,18-24,US-NORTHEAST-CT,0.517178,,Brain implants,,,,Nuclear power,,,Military drones,,,,Facial recognition algorithms,,,Brain implants,,,,Nuclear power,,,Military drones,,,,Facial recognition algorithms,,2,2,6,5,4,Google tracking and selling all of our information,Google tracking and selling all of our information,24775,11641,7985,6236,4119,2056,2184,9444,7540,94522,NORTHEAST,6.666666666666666,6.666666666666666,3.3333333333333335,3.3333333333333335,8.333333333333334,8.333333333333334,1.6666666666666667,6.666666666666667,5.0,0.0,49.99999999999999
1648852069,2020-09-16 16:00:00,Complete,Mobile App,Female,18-24,US-SOUTH-TX,1.0849809,Genetic engineering,Brain implants,,Artificial intelligence,,Nuclear power,,,Military drones,Self-driving cars,,,,,,,,,,,None of the above,,,,,,,None of the above,5,5,3,5,6,Atomic weaponry,Atomic weaponry,7623,7835,6381,3361,3919,3296,2319,6515,4747,45696,SOUTH,3.333333333333333,6.666666666666666,0.0,0.0,3.3333333333333335,3.3333333333333335,6.666666666666667,6.666666666666667,1.6666666666666667,0.0,31.66666666666667
1651574701,2020-09-16 18:00:00,Complete,Mobile App,Male,18-24,US-MIDWEST-KS,0.281324,,Brain implants,,Artificial intelligence,,Nuclear power,,,Military drones,,,,,,,Brain implants,,Artificial intelligence,,Nuclear power,,,Military drones,,,,,,6,1,1,4,5,None,None,17305,8511,6700,4446,4211,2935,1906,12553,6789,8042,MIDWEST,5.0,8.333333333333334,5.0,1.6666666666666667,1.6666666666666667,10.0,10.0,5.0,3.3333333333333335,10.0,60.00000000000001
1658449456,2020-09-16 17:00:00,Complete,Mobile App,Female,65+,US-MIDWEST-WI,1.9656857,Genetic engineering,Brain implants,Synthetic materials,Artificial intelligence,Quantum computing,Nuclear power,,,Military drones,Self-driving cars,,Robotics,Facial recognition algorithms,,,,,,,,None of the above,,,,,,,None of the above,4,4,5,2,4,Electronic voting,Electronic voting,19333,14014,8557,5429,4658,1779,3229,10257,6334,19330,MIDWEST,0.0,3.333333333333333,0.0,0.0,5.0,5.0,3.3333333333333335,1.6666666666666667,5.0,0.0,23.333333333333332
1671976397,2020-09-17 10:00:00,Complete,Mobile App,Male,35-44,US-MIDWEST-IA,0.471012,,,,,,,None of the above,,Military drones,,,,Facial recognition algorithms,,Genetic engineering,,Synthetic materials,Artificial intelligence,,,,,,,Satellite internet service,Robotics,,,1,1,7,5,2,None I can think of,None I can think of,10356,3085,3884,7288,4234,1857,2370,5334,6196,36303,MIDWEST,10.0,6.666666666666666,5.0,3.3333333333333335,10.0,10.0,0.0,6.666666666666667,8.333333333333334,10.0,70.0
1675440901,2020-09-17 07:00:00,Complete,Mobile App,Female,25-34,US-MIDWEST-WI,0.8727966,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,3,2,5,5,2,None,None,20868,11427,8904,2235,7933,3271,5180,3935,3639,4765,MIDWEST,10.0,10.0,0.0,0.0,6.666666666666667,8.333333333333334,3.3333333333333335,6.666666666666667,8.333333333333334,10.0,63.333333333333336
1683434059,2020-09-17 03:00:00,Complete,Mobile App,Female,45-54,US-WEST-MT,1.8742993,Genetic engineering,Brain implants,,Artificial intelligence,,Nuclear power,,New vaccine development,Military drones,Self-driving cars,,,Facial recognition algorithms,,Genetic engineering,Brain implants,,Artificial intelligence,,Nuclear power,,New vaccine development,Military drones,,,,Facial recognition algorithms,,5,6,4,6,4,None,None,16335,11238,13788,8901,4365,2881,2591,7824,4483,10049,WEST,3.333333333333333,3.333333333333333,6.666666666666667,5.0,3.3333333333333335,1.6666666666666667,5.0,8.333333333333334,5.0,10.0,51.666666666666664
1720883322,2020-09-18 09:00:00,Complete,Mobile App,Male,55-64,US-NORTHEAST-NJ,1.0917131,Genetic engineering,Brain implants,,Artificial intelligence,,,,,Military drones,Self-driving cars,,,Facial recognition algorithms,,,,,,,,None of the above,New vaccine development,Military drones,,,,Facial recognition algorithms,,4,6,6,4,4,Nothing off the top of my head,Nothing off the top of my head,28915,19641,10716,14739,5110,4438,3487,10561,24205,34360,NORTHEAST,5.0,5.0,0.0,5.0,5.0,1.6666666666666667,1.6666666666666667,5.0,5.0,10.0,43.333333333333336
1748741572,2020-09-16 15:00:00,Complete,Mobile App,Male,25-34,US-WEST-AK,0.5621065,,,,,,Nuclear power,,,Military drones,Self-driving cars,,,,,,Brain implants,,Artificial intelligence,,,,,,Self-driving cars,,Robotics,Facial recognition algorithms,,4,5,1,5,4,Mars Habitation,Mars Habitation,16478,10123,11462,7929,8865,5266,3687,12507,4030,41150,WEST,8.333333333333334,6.666666666666666,3.3333333333333335,5.0,5.0,3.3333333333333335,10.0,6.666666666666667,5.0,0.0,53.33333333333333
1810355270,2020-09-16 16:00:00,Complete,Mobile App,Female,25-34,US-SOUTH-TX,1.8312993,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,4,4,4,4,4,None,None,7408,5594,1407,2219,3609,1748,1093,1078,1141,4850,SOUTH,10.0,10.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,10.0,55.0
1866778553,2020-09-18 10:00:00,Complete,Mobile App,Male,35-44,US-WEST-HI,0.5575792,Genetic engineering,Brain implants,,,,,,,,,,,Facial recognition algorithms,,,,,,Quantum computing,,,,Military drones,,Satellite internet service,,Facial recognition algorithms,,3,2,4,3,3,Tencent,Tencent,9141,10606,6873,7127,3745,2030,2179,6705,7657,14647,WEST,6.666666666666666,8.333333333333334,1.6666666666666667,5.0,6.666666666666667,8.333333333333334,5.0,3.3333333333333335,6.666666666666667,0.0,51.66666666666667
1875618798,2020-09-16 20:00:00,Complete,Mobile App,Male,25-34,US-WEST-MT,0.5621065,,Brain implants,,,,,,,Military drones,,,,Facial recognition algorithms,,,,,Artificial intelligence,Quantum computing,,,,Military drones,,Satellite internet service,Robotics,,,4,3,7,5,5,Social media,Social media,14684,15209,10078,25849,15297,10740,4625,7707,34677,12882,WEST,8.333333333333334,6.666666666666666,3.3333333333333335,5.0,5.0,6.666666666666667,0.0,6.666666666666667,3.3333333333333335,0.0,45.0
1951456417,2020-09-17 06:00:00,Complete,Mobile App,Male,18-24,US-WEST-CA,0.3330285,,Brain implants,,Artificial intelligence,,,,,,Self-driving cars,,Robotics,,,,,,,,,None of the above,,,Self-driving cars,,,,,4,4,4,5,5,None,None,11455,13184,8391,6371,4167,1402,1096,8913,4717,37942,WEST,6.666666666666666,6.666666666666666,0.0,1.6666666666666667,5.0,5.0,5.0,6.666666666666667,3.3333333333333335,10.0,50.0
1971899171,2020-09-17 15:00:00,Complete,Mobile App,Female,25-34,US-WEST-NV,1.0332077,,,,Artificial intelligence,,,,,Military drones,,,,,,,,,,,,None of the above,,,,,,,None of the above,4,2,5,4,2,Allowing unknown source application.,Allowing unknown source application.,60219,46729,55224,19391,8074,26950,17142,14816,16858,249659,WEST,8.333333333333334,8.333333333333334,0.0,0.0,5.0,8.333333333333334,3.3333333333333335,5.0,8.333333333333334,0.0,46.66666666666667
1989479715,2020-09-16 20:00:00,Complete,Mobile App,Male,25-34,US-WEST-UT,0.5621065,,,,,,,None of the above,,,,,,,None of the above,Genetic engineering,,,Artificial intelligence,,Nuclear power,,New vaccine development,Military drones,Self-driving cars,Satellite internet service,Robotics,Facial recognition algorithms,,1,1,1,7,1,None,None,15211,8484,10866,8474,2983,1751,1493,5474,5682,12368,WEST,10.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
1992052380,2020-09-17 18:00:00,Complete,Mobile App,Male,45-54,US-SOUTH-AR,1.8073473,,,Synthetic materials,Artificial intelligence,,,,,,,,Robotics,Facial recognition algorithms,,,Brain implants,Synthetic materials,Artificial intelligence,,Nuclear power,,,Military drones,Self-driving cars,Satellite internet service,Robotics,Facial recognition algorithms,,5,3,7,6,2,Oil exploration,Oil exploration,13077,14763,12650,83330,5298,2689,2797,11422,16522,257047,SOUTH,6.666666666666666,6.666666666666666,6.666666666666667,8.333333333333334,3.3333333333333335,6.666666666666667,0.0,8.333333333333334,8.333333333333334,0.0,55.00000000000001
1998388788,2020-09-17 08:00:00,Complete,Mobile App,Female,55-64,US-MIDWEST-MI,2.0063805,,Brain implants,Synthetic materials,,,Nuclear power,,New vaccine development,,,,,,,,,,,,,None of the above,,,,,,,None of the above,4,4,4,4,4,8g,8g,20612,13872,15999,6150,7059,1973,2321,2277,1171,16787,MIDWEST,5.0,8.333333333333334,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,38.333333333333336
1999311251,2020-09-17 09:00:00,Complete,Mobile App,Male,45-54,US-WEST-CO,1.0196942,Genetic engineering,,,Artificial intelligence,,,,,,,,,Facial recognition algorithms,,,,,Artificial intelligence,,Nuclear power,,,,Self-driving cars,,,,,5,5,5,6,6,Loss of agricultural diversity,Loss of agricultural diversity,23024,14137,11129,17436,3816,5480,2247,6695,7568,148448,WEST,6.666666666666666,8.333333333333334,3.3333333333333335,1.6666666666666667,3.3333333333333335,3.3333333333333335,3.3333333333333335,8.333333333333334,1.6666666666666667,0.0,39.99999999999999
2019557802,2020-09-18 05:00:00,Complete,Mobile App,Male,25-34,US-NORTHEAST-NJ,0.4749067,Genetic engineering,,,Artificial intelligence,,Nuclear power,,,,,,,Facial recognition algorithms,,,,,,,,None of the above,,,,,,,None of the above,2,1,5,6,1,Robo investing,Robo investing,16362,11348,7154,7601,5823,2818,3674,6983,6664,58188,NORTHEAST,5.0,8.333333333333334,0.0,0.0,8.333333333333334,10.0,3.3333333333333335,8.333333333333334,10.0,0.0,53.333333333333336
2041693233,2020-09-17 14:00:00,Complete,Mobile App,Male,55-64,US-SOUTH-SC,2.2902905,Genetic engineering,,,Artificial intelligence,,,,,,,,,,None of the above,,,,,Quantum computing,Nuclear power,,,,Self-driving cars,Satellite internet service,,,,5,2,2,5,2,None,None,15222,12557,16057,11431,5150,2739,2207,8934,6494,9479,SOUTH,6.666666666666666,10.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,8.333333333333334,8.333333333333334,6.666666666666667,8.333333333333334,10.0,68.33333333333333
2043099168,2020-09-16 17:00:00,Complete,Mobile App,Male,35-44,US-WEST-WY,0.5575792,Genetic engineering,Brain implants,,Artificial intelligence,,,,,Military drones,,,,Facial recognition algorithms,,,,,,,,None of the above,,,,,,,None of the above,4,2,3,6,3,Social media,Social media,12283,11092,12783,5613,6217,2988,3394,4879,5927,21289,WEST,5.0,6.666666666666666,0.0,0.0,5.0,8.333333333333334,6.666666666666667,8.333333333333334,6.666666666666667,0.0,46.666666666666664
2053340330,2020-09-16 19:00:00,Complete,Mobile App,Female,65+,US-WEST-MT,2.3269587,Genetic engineering,,,Artificial intelligence,,,,,,,,Robotics,,,,,,,,,None of the above,,,,,,,None of the above,5,4,3,4,4,Artificial intelligence,Artificial intelligence,20617,16385,9135,25909,8797,6793,5030,23774,11237,23562,WEST,6.666666666666666,8.333333333333334,0.0,0.0,3.3333333333333335,5.0,6.666666666666667,5.0,5.0,0.0,40.0
