User ID,Time (UTC),Survey Completion,Publisher Category,Gender,Age,Geography,Weight,Question #1 Answer 1: Genetic engineering,Question #1 Answer 2: Brain implants,Question #1 Answer 3: Synthetic materials,Question #1 Answer 4: Artificial intelligence,Question #1 Answer 5: Quantum computing,Question #1 Answer 6: Nuclear power,Question #1 Answer: None of the above,Question #2 Answer 1: New vaccine development,Question #2 Answer 2: Military drones,Question #2 Answer 3: Self-driving cars,Question #2 Answer 4: Satellite internet service,Question #2 Answer 5: Robotics,Question #2 Answer 6: Facial recognition algorithms,Question #2 Answer: None of the above,Question #3 Answer 1: Genetic engineering,Question #3 Answer 2: Brain implants,Question #3 Answer 3: Synthetic materials,Question #3 Answer 4: Artificial intelligence,Question #3 Answer 5: Quantum computing,Question #3 Answer 6: Nuclear power,Question #3 Answer: None of the above,Question #4 Answer 1: New vaccine development,Question #4 Answer 2: Military drones,Question #4 Answer 3: Self-driving cars,Question #4 Answer 4: Satellite internet service,Question #4 Answer 5: Robotics,Question #4 Answer 6: Facial recognition algorithms,Question #4 Answer: None of the above,Question #5 Answer,Question #6 Answer,Question #7 Answer,Question #8 Answer,Question #9 Answer,Question #10 Synonym Group,Question #10 Raw Response,Response Time #1 (ms),Response Time #2 (ms),Response Time #3 (ms),Response Time #4 (ms),Response Time #5 (ms),Response Time #6 (ms),Response Time #7 (ms),Response Time #8 (ms),Response Time #9 (ms),Response Time #10 (ms),Region,Q1_Score,Q2_Score,Q3_Score,Q4_Score,Q5_Score,Q6_Score,Q7_Score,Q8_Score,Q9_Score,Q10_Score,Total_Score
1207210977,2020-09-02 21:00:00,Complete,Mobile App,Male,18-24,US-WEST-AZ,0.5572294,,Brain implants,,Artificial intelligence,,Nuclear power,,New vaccine development,,,,,Facial recognition algorithms,,,,,Artificial intelligence,Quantum computing,Nuclear power,,,Military drones,Self-driving cars,,Robotics,,,4,1,3,4,2,Not really.,Not really.,27679,21567,3544,5284,4087,2991,4775,2796,3158,9658,WEST,5.0,6.666666666666666,5.0,5.0,5.0,10.0,6.666666666666667,5.0,8.333333333333334,10.0,66.66666666666666
1209422650,2020-09-04 10:00:00,Complete,Mobile App,Female,45-54,US-SOUTH-TX,3.3836363,Genetic engineering,Brain implants,Synthetic materials,Artificial intelligence,,Nuclear power,,New vaccine development,Military drones,,,Robotics,Facial recognition algorithms,,Genetic engineering,Brain implants,Synthetic materials,Artificial intelligence,Quantum computing,Nuclear power,,New vaccine development,Military drones,,,Robotics,Facial recognition algorithms,,6,5,7,4,4,Brain,Brain,40426,25091,37372,22789,16010,7515,7053,13005,7985,14840,SOUTH,1.666666666666666,3.333333333333333,10.0,6.666666666666667,1.6666666666666667,3.3333333333333335,0.0,5.0,5.0,0.0,36.66666666666667
1264633825,2020-09-03 12:00:00,Complete,Mobile App,Female,25-34,US-MIDWEST-IL,0.5047642,,Brain implants,,Artificial intelligence,,,,New vaccine development,Military drones,Self-driving cars,,Robotics,,,,Brain implants,,Artificial intelligence,,,,New vaccine development,,Self-driving cars,,,,,5,4,5,4,3,None,None,17077,14814,12744,15268,6356,2526,6558,7450,12018,7483,MIDWEST,6.666666666666666,3.333333333333333,3.3333333333333335,3.3333333333333335,3.3333333333333335,5.0,3.3333333333333335,5.0,6.666666666666667,10.0,49.99999999999999
127029212,2020-09-02 16:00:00,Complete,Mobile App,Male,18-24,US-MIDWEST-ND,0.2348583,,,,,,,None of the above,,Military drones,,,,Facial recognition algorithms,,,,,Artificial intelligence,Quantum computing,Nuclear power,,,,,,,,None of the above,1,2,5,7,1,Nothing,Nothing,8547,9985,22542,6150,9660,2293,2590,7264,3701,11435,MIDWEST,10.0,6.666666666666666,5.0,0.0,10.0,8.333333333333334,3.3333333333333335,10.0,10.0,10.0,73.33333333333334
1276258760,2020-09-02 17:00:00,Complete,Mobile App,Male,45-54,US-WEST-WA,1.2836296,,,,Artificial intelligence,,,,,,,,,Facial recognition algorithms,,,Brain implants,,Artificial intelligence,Quantum computing,,,,,Self-driving cars,,Robotics,Facial recognition algorithms,,5,3,6,5,3,Machine Learning,Machine Learning,22497,9063,21448,12284,5611,5392,2814,10701,13204,20824,WEST,8.333333333333334,8.333333333333334,5.0,5.0,3.3333333333333335,6.666666666666667,1.6666666666666667,6.666666666666667,6.666666666666667,0.0,51.66666666666666
1295066485,2020-09-03 06:00:00,Complete,Mobile App,Female,65+,US-MIDWEST-OH,4.6222284,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,1,1,1,4,4,I don't worry.,I don't worry.,20086,19712,6317,23808,9883,5113,5764,16600,14451,45734,MIDWEST,10.0,10.0,0.0,0.0,10.0,10.0,10.0,5.0,5.0,0.0,60.0
1317737072,2020-09-03 06:00:00,Complete,Mobile App,Female,18-24,US-NORTHEAST-RI,0.5291199,,,,Artificial intelligence,,,,,Military drones,,,,,,Genetic engineering,Brain implants,Synthetic materials,Artificial intelligence,,Nuclear power,,New vaccine development,Military drones,Self-driving cars,Satellite internet service,Robotics,Facial recognition algorithms,,5,1,5,7,2,Surveillance,Surveillance,11461,14200,14399,14317,6067,4123,4183,8664,4597,33331,NORTHEAST,8.333333333333334,8.333333333333334,8.333333333333334,10.0,3.3333333333333335,10.0,3.3333333333333335,10.0,8.333333333333334,0.0,70.0
1328019583,2020-09-03 11:00:00,Complete,Mobile App,Male,35-44,US-SOUTH-DC,0.7068458,Genetic engineering,,Synthetic materials,,,,,,Military drones,,,,Facial recognition algorithms,,Genetic engineering,,Synthetic materials,,,,,,Military drones,,,,Facial recognition algorithms,,4,2,6,5,3,None,None,46908,16012,10636,5006,8505,3496,4205,7851,6364,69230,SOUTH,6.666666666666666,6.666666666666666,3.3333333333333335,3.3333333333333335,5.0,8.333333333333334,1.6666666666666667,6.666666666666667,6.666666666666667,10.0,58.33333333333332
1339854772,2020-09-02 19:00:00,Complete,Mobile App,Male,25-34,US-WEST-CA,0.5642787,,Brain implants,,Artificial intelligence,,Nuclear power,,,Military drones,,,,Facial recognition algorithms,,,,,,,,None of the above,,,,,,,None of the above,4,2,6,7,3,Virtual reality,Virtual reality,1157705,65621,10921,4450,8581,4343,7529,8775,11362,92199,WEST,5.0,6.666666666666666,0.0,0.0,5.0,8.333333333333334,1.6666666666666667,10.0,6.666666666666667,0.0,43.333333333333336
1340166622,2020-09-02 17:00:00,Complete,Mobile App,Female,18-24,US-SOUTH-MD,1.4688518,Genetic engineering,Brain implants,,,,,,,,Self-driving cars,,,,,,,,,,,None of the above,,,,,,,None of the above,4,6,4,6,2,Na,,18999,8211,7068,6911,4259,3449,2804,4697,3680,7126,SOUTH,6.666666666666666,8.333333333333334,0.0,0.0,5.0,1.6666666666666667,5.0,8.333333333333334,8.333333333333334,10.0,53.333333333333336
1378204763,2020-09-02 21:00:00,Complete,Mobile App,Male,55-64,US-MIDWEST-ND,1.4925156,,,,,Quantum computing,Nuclear power,,New vaccine development,,,,,,,,,,,,,None of the above,New vaccine development,Military drones,Self-driving cars,Satellite internet service,Robotics,,,3,2,5,5,4,Nuclear weapons,Nukes,46061,49262,43132,37934,9837,4738,4628,19532,18449,36335,MIDWEST,6.666666666666666,8.333333333333334,0.0,8.333333333333334,6.666666666666667,8.333333333333334,3.3333333333333335,6.666666666666667,5.0,0.0,53.333333333333336
144622093,2020-09-02 15:00:00,Complete,Mobile App,Male,25-34,US-MIDWEST-SD,0.2378294,Genetic engineering,Brain implants,,Artificial intelligence,,,,New vaccine development,,,,,Facial recognition algorithms,,Genetic engineering,,Synthetic materials,Artificial intelligence,,Nuclear power,,,Military drones,Self-driving cars,Satellite internet service,Robotics,,,4,3,7,5,4,Flying cars,Flying cars,16081,14951,14757,7837,5929,3707,3909,10148,4616,12246,MIDWEST,5.0,6.666666666666666,6.666666666666667,6.666666666666667,5.0,6.666666666666667,0.0,6.666666666666667,5.0,0.0,48.33333333333333
1470275349,2020-09-03 20:00:00,Complete,Mobile App,Female,35-44,US-WEST-NV,1.2078884,Genetic engineering,,,,,,,,,Self-driving cars,,,,,,,,,,,None of the above,,,,,,,None of the above,5,6,4,3,6,Virtual reality games,Virtual reality games,2304933,20709,10446,6529,6326,3333,5350,9911,8444,21562,WEST,8.333333333333334,8.333333333333334,0.0,0.0,3.3333333333333335,1.6666666666666667,5.0,3.3333333333333335,1.6666666666666667,0.0,31.666666666666668
1477633181,2020-09-03 15:00:00,Complete,Mobile App,Female,25-34,US-NORTHEAST-NJ,0.5358136,,,Synthetic materials,,,Nuclear power,,,Military drones,Self-driving cars,,,,,Genetic engineering,,Synthetic materials,Artificial intelligence,,Nuclear power,,New vaccine development,Military drones,Self-driving cars,Satellite internet service,Robotics,Facial recognition algorithms,,1,6,1,6,1,Food preservatives,Food preservatives,53122,17884,29101,9827,6921,17455,2821,13406,9537,36068,NORTHEAST,6.666666666666666,6.666666666666666,6.666666666666667,10.0,10.0,1.6666666666666667,10.0,8.333333333333334,10.0,0.0,70.0
1492244178,2020-09-02 15:00:00,Complete,Mobile App,Male,18-24,US-WEST-MT,0.5572294,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,1,1,1,4,3,Nothing,Nothing,2542,5218,5552,5314,2211,4316,2457,10536,19265,6231,WEST,10.0,10.0,0.0,0.0,10.0,10.0,10.0,5.0,6.666666666666667,10.0,71.66666666666666
151461647,2020-09-02 16:00:00,Complete,Mobile App,Female,25-34,US-SOUTH-AL,1.4874336,,,,,,,None of the above,,Military drones,,,,Facial recognition algorithms,,Genetic engineering,,Synthetic materials,Artificial intelligence,,Nuclear power,,New vaccine development,Military drones,Self-driving cars,,Robotics,Facial recognition algorithms,,2,2,6,7,1,None,None,12011,8742,10852,10473,3623,3714,2558,5316,4104,48820,SOUTH,10.0,6.666666666666666,6.666666666666667,8.333333333333334,8.333333333333334,8.333333333333334,1.6666666666666667,10.0,10.0,10.0,80.0
1526384644,2020-09-02 15:00:00,Complete,Mobile App,Female,18-24,US-MIDWEST-MO,0.4984585,,,,,,Nuclear power,,,Military drones,,,,,,,,,,,,None of the above,,,,,,,None of the above,1,1,1,3,2,Bombs,Bombs,20976,13390,4763,3424,2835,2118,3245,16034,11070,42998,MIDWEST,8.333333333333334,8.333333333333334,0.0,0.0,10.0,10.0,10.0,3.3333333333333335,8.333333333333334,0.0,58.33333333333334
1532178003,2020-09-02 15:00:00,Complete,Mobile App,Male,25-34,US-WEST-NV,0.5642787,Genetic engineering,Brain implants,Synthetic materials,Artificial intelligence,,,,,,Self-driving cars,,Robotics,Facial recognition algorithms,,,Brain implants,Synthetic materials,Artificial intelligence,,,,,,Self-driving cars,,Robotics,Facial recognition algorithms,,5,6,7,4,5,Audio recording and listening,Audio recording and listening,19846,12229,9673,12626,14192,2885,3008,11001,6616,132972,WEST,3.333333333333333,5.0,5.0,5.0,3.3333333333333335,1.6666666666666667,0.0,5.0,3.3333333333333335,0.0,31.666666666666664
153602490,2020-09-03 02:00:00,Complete,Mobile App,Male,55-64,US-MIDWEST-OH,1.4925156,,Brain implants,,Artificial intelligence,,,,,,Self-driving cars,,,Facial recognition algorithms,,Genetic engineering,Brain implants,Synthetic materials,Artificial intelligence,Quantum computing,Nuclear power,,New vaccine development,Military drones,Self-driving cars,Satellite internet service,Robotics,,,5,4,6,6,5,Social media platforms,Social media platforms,27702,12178,10406,13853,5962,4141,3471,11336,10210,20087,MIDWEST,6.666666666666666,6.666666666666666,10.0,8.333333333333334,3.3333333333333335,5.0,1.6666666666666667,8.333333333333334,3.3333333333333335,0.0,53.333333333333336
1543755318,2020-09-04 12:00:00,Complete,Mobile App,Female,25-34,US-NORTHEAST-PA,0.5358136,,,,,,,None of the above,,,,,,,None of the above,Genetic engineering,,Synthetic materials,Artificial intelligence,,Nuclear power,,New vaccine development,Military drones,Self-driving cars,Satellite internet service,Robotics,Facial recognition algorithms,,1,2,1,4,2,None - all technology has it advantages and disadvantages,None - all technology has it advantages and disadvantages,38093,13675,15188,10295,7275,8320,6332,9320,12330,57031,NORTHEAST,10.0,10.0,6.666666666666667,10.0,10.0,8.333333333333334,10.0,5.0,8.333333333333334,10.0,88.33333333333333
1595909569,2020-09-03 05:00:00,Complete,Mobile App,Male,25-34,US-WEST-AK,0.5642787,,Brain implants,,Artificial intelligence,,,,,,Self-driving cars,,,Facial recognition algorithms,,,,,,,Nuclear power,,,,,,,,None of the above,1,7,4,5,3,None,None,46046,11360,8096,8041,5494,2564,10939,8371,5289,7676,WEST,6.666666666666666,6.666666666666666,1.6666666666666667,0.0,10.0,0.0,5.0,6.666666666666667,6.666666666666667,10.0,53.33333333333333
1604993519,2020-09-02 16:00:00,Complete,Mobile App,Male,18-24,US-SOUTH-MD,0.6920778,Genetic engineering,Brain implants,,Artificial intelligence,,,,,Military drones,,,,Facial recognition algorithms,,,,Synthetic materials,Artificial intelligence,Quantum computing,,,,,Self-driving cars,Satellite internet service,Robotics,Facial recognition algorithms,,4,2,5,5,4,Data Collection :),Data Collection :),17061,9556,7510,8724,10822,2469,2826,7790,4536,47307,SOUTH,5.0,6.666666666666666,5.0,6.666666666666667,5.0,8.333333333333334,3.3333333333333335,6.666666666666667,5.0,0.0,51.666666666666664
1609910214,2020-09-03 09:00:00,Complete,Mobile App,Female,35-44,US-WEST-WA,1.2078884,Genetic engineering,Brain implants,,Artificial intelligence,Quantum computing,Nuclear power,,,,Self-driving cars,,,,,,,,,,,None of the above,,,,,,Facial recognition algorithms,,7,7,4,4,5,Drone,Drone,17119,11908,15694,10225,7014,3479,3278,10695,7251,17961,WEST,1.666666666666666,8.333333333333334,0.0,1.6666666666666667,0.0,0.0,5.0,5.0,3.3333333333333335,0.0,24.999999999999996
1622701557,2020-09-03 03:00:00,Complete,Mobile App,Unknown,18-24,US-MIDWEST-MI,0.0,,,,Artificial intelligence,,,,,Military drones,,,,,,Genetic engineering,,Synthetic materials,,Quantum computing,,,,,Self-driving cars,Satellite internet service,,,,3,1,2,4,3,People getting to fat,People getting to fat,10637,7750,15079,7250,5639,2531,6257,9695,4915,31568,MIDWEST,8.333333333333334,8.333333333333334,5.0,3.3333333333333335,6.666666666666667,10.0,8.333333333333334,5.0,6.666666666666667,0.0,61.66666666666667
1640507119,2020-09-04 05:00:00,Complete,Mobile App,Male,25-34,US-SOUTH-AL,0.700833,,,,,,Nuclear power,,,Military drones,,,,,,,,,,,,None of the above,,,,,,,None of the above,4,1,4,4,4,None,None,15608,29744,8725,4688,7128,4878,3445,1038863,3786,5891,SOUTH,8.333333333333334,8.333333333333334,0.0,0.0,5.0,10.0,5.0,5.0,5.0,10.0,56.66666666666667
165168776,2020-09-03 05:00:00,Complete,Mobile App,Female,35-44,US-WEST-AZ,1.2078884,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,4,4,4,5,5,None,None,26924,13931,13190,3446,6728,4130,3172,15775,7342,10200,WEST,10.0,10.0,0.0,0.0,5.0,5.0,5.0,6.666666666666667,3.3333333333333335,10.0,55.0
1669206560,2020-09-02 16:00:00,Complete,Mobile App,Female,25-34,US-WEST-CO,1.1976135,Genetic engineering,Brain implants,,,,Nuclear power,,,Military drones,,,,Facial recognition algorithms,,Genetic engineering,Brain implants,Synthetic materials,Artificial intelligence,Quantum computing,Nuclear power,,New vaccine development,Military drones,Self-driving cars,Satellite internet service,Robotics,Facial recognition algorithms,,1,1,7,5,3,Google's intense location tracking and data mining but thanks for paying me for my data at least ♥️,Google's intense location tracking and data mining but thanks for paying me for my data at least ♥️,11869,5940,6054,3796,2529,1687,2078,3510,3764,26618,WEST,5.0,6.666666666666666,10.0,10.0,10.0,10.0,0.0,6.666666666666667,6.666666666666667,0.0,65.0
1687234718,2020-09-02 17:00:00,Complete,Mobile App,Male,25-34,US-MIDWEST-KS,0.2378294,,,,,,Nuclear power,,,,,,,Facial recognition algorithms,,,,Synthetic materials,Artificial intelligence,,,,New vaccine development,,Self-driving cars,Satellite internet service,,,,3,1,5,5,3,Climate Control,Climate Control,37023,31021,23146,15102,12356,4888,3972,6268,9196,18822,MIDWEST,8.333333333333334,8.333333333333334,3.3333333333333335,5.0,6.666666666666667,10.0,3.3333333333333335,6.666666666666667,6.666666666666667,0.0,58.333333333333336
1737087411,2020-09-03 00:00:00,Complete,Mobile App,Male,55-64,US-MIDWEST-SD,1.4925156,Genetic engineering,,,,,,,,,Self-driving cars,,,,,,,Synthetic materials,Artificial intelligence,Quantum computing,Nuclear power,,New vaccine development,Military drones,Self-driving cars,Satellite internet service,Robotics,Facial recognition algorithms,,4,4,4,4,4,Genetics,Genetics,22876,28356,15741,10389,7706,5678,3011,2682,1079,14965,MIDWEST,8.333333333333334,8.333333333333334,6.666666666666667,10.0,5.0,5.0,5.0,5.0,5.0,0.0,58.333333333333336
1759182765,2020-09-02 18:00:00,Complete,Mobile App,Female,35-44,US-SOUTH-TN,1.500195,Genetic engineering,Brain implants,,,,,,,Military drones,,,Robotics,Facial recognition algorithms,,Genetic engineering,,,Artificial intelligence,,Nuclear power,,New vaccine development,,Self-driving cars,Satellite internet service,,,,3,2,6,5,5,Voting machines and software,Voting machines and software,17945,21516,38030,17879,15386,7094,8379,11855,8723,51272,SOUTH,6.666666666666666,5.0,5.0,5.0,6.666666666666667,8.333333333333334,1.6666666666666667,6.666666666666667,3.3333333333333335,0.0,48.33333333333333
1774664496,2020-09-02 15:00:00,Complete,Mobile App,Male,18-24,US-MIDWEST-MI,0.2348583,,Brain implants,,,,,,,,,,,Facial recognition algorithms,,,,Synthetic materials,,,,,,Military drones,,,Robotics,Facial recognition algorithms,,2,3,7,5,1,Social media,Social media,28185,6548,18641,15847,10798,4203,2739,11613,7974,93413,MIDWEST,8.333333333333334,8.333333333333334,1.6666666666666667,5.0,8.333333333333334,6.666666666666667,0.0,6.666666666666667,10.0,0.0,55.0
1835429024,2020-09-04 09:00:00,Complete,Mobile App,Male,25-34,US-SOUTH-VA,0.700833,,,,,,,None of the above,,Military drones,,,,,,,,,,,,None of the above,New vaccine development,,,,,,,2,2,3,5,4,Genetic engineering,Genetic engineering,18470,8207,10307,5188,5828,3644,2546,14413,6770,22133,SOUTH,10.0,8.333333333333334,0.0,1.6666666666666667,8.333333333333334,8.333333333333334,6.666666666666667,6.666666666666667,5.0,0.0,55.0
1860273952,2020-09-03 23:00:00,Complete,Mobile App,Male,35-44,US-MIDWEST-ND,0.2398698,Genetic engineering,Brain implants,,Artificial intelligence,,,,,,,,,Facial recognition algorithms,,,,,,,,None of the above,,,,,,,None of the above,4,3,4,7,5,Data mining,Data mining,24362,12779,9457,6513,12986,3227,12212,10591,8927,14341,MIDWEST,5.0,8.333333333333334,0.0,0.0,5.0,6.666666666666667,5.0,10.0,3.3333333333333335,0.0,43.333333333333336
1884920715,2020-09-02 20:00:00,Complete,Mobile App,Male,35-44,US-SOUTH-KY,0.7068458,Genetic engineering,Brain implants,,Artificial intelligence,,,,,,,,,,None of the above,,,,Artificial intelligence,,,,,Military drones,Self-driving cars,Satellite internet service,,,,4,1,1,5,2,None,None,31472,15218,9922,7626,12231,2582,1718,7131,4906,91676,SOUTH,5.0,10.0,1.6666666666666667,5.0,5.0,10.0,10.0,6.666666666666667,8.333333333333334,10.0,71.66666666666667
1888853128,2020-09-03 20:00:00,Complete,Mobile App,Female,35-44,US-SOUTH-SC,1.500195,,,,,,Nuclear power,,,,,,,Facial recognition algorithms,,Genetic engineering,,Synthetic materials,Artificial intelligence,,Nuclear power,,New vaccine development,,Self-driving cars,,,Facial recognition algorithms,,3,2,6,5,3,None,None,17608,19454,16088,9157,7654,3717,16978,6447,5017,25389,SOUTH,8.333333333333334,8.333333333333334,6.666666666666667,5.0,6.666666666666667,8.333333333333334,1.6666666666666667,6.666666666666667,6.666666666666667,10.0,68.33333333333333
1924339293,2020-09-02 19:00:00,Complete,Mobile App,Male,18-24,US-NORTHEAST-PA,0.249305,Genetic engineering,Brain implants,,,,Nuclear power,,,Military drones,,,,Facial recognition algorithms,,,Brain implants,,Artificial intelligence,Quantum computing,Nuclear power,,New vaccine development,,Self-driving cars,Satellite internet service,Robotics,Facial recognition algorithms,,4,2,7,4,5,Machine Learning,Machine learning,22717,11890,14429,10955,7111,3551,2980,9369,7307,29962,NORTHEAST,5.0,6.666666666666666,6.666666666666667,8.333333333333334,5.0,8.333333333333334,0.0,5.0,3.3333333333333335,0.0,48.333333333333336
1933708375,2020-09-03 09:00:00,Complete,Mobile App,Male,45-54,US-SOUTH-DE,1.5942655,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,,,,,,,None of the above,4,4,4,4,3,Na,Don't know,36221,27102,14063,7853,8841,7521,2605,13337,8462,19195,SOUTH,10.0,10.0,0.0,0.0,5.0,5.0,5.0,5.0,6.666666666666667,10.0,56.666666666666664
